design_en,y,id
"Bare-headed bust of youthful Commodus, right, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",453
"Bare-headed bust of Commodus, right, seen from front, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",454
"Bare-headed bust of Commodus, right, wearing paludamentum.","[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",455
"Bare-headed bust of lightly bearded Commodus, right, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",456
"Bust of Commodus, right, wearing cuirass and paludamentum. Border of dots.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",457
"Laureate bust of youthful Commodus, right, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",458
"Laureate bust of youthful Commodus, right, wearing paludamentum.","[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",459
"Laureate bust of Commodus, right, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",460
"Laureate bust of Commodus, right, wearing paludamentum.","[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",461
"Laureate bust of lightly bearded Commodus, right, wearing cuirass and paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",462
"Laureate bust of lightly bearded Commodus, right, wearing cuirass with traces of paludamentum.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",463
"Confronted busts of youthful Commodus, wearing cuirass and paludamentum, and of Crispina diademed and draped.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",464
"Turreted Cybele enthroned left, holding patera in outstretched right hand, sceptre in left; throne legs ornamented.","[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",465
"Turreted Cybele enthroned left, wearing long garment, holding patera in outstretched right hand, resting left arm on tympanum. Ground line.","[('Cybele', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanum', 'OBJECT')]",466
"Veiled and turreted Cybele enthroned left, holding patera in outstretched right hand, resting left arm on tympanum. Ground line.","[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanum', 'OBJECT')]",467
"Turreted Cybele enthroned left, holding patera in outstretched right hand, resting left arm on drum; at her feet, two lions seated left. Ground line. Border of dots.","[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'drum', 'OBJECT')]",468
"Girl dancing left, turning, wearing a short drifting chiton and a polos, raising her right arm, all within a shallow incuse square.",[],469
"Girl dancing right, turning, wearing a short drifting chiton and a polos, raising her left arm, all within a shallow incuse square.",[],470
"Demeter in biga of two winged serpents galloping right, holding long torches in each hand.","[('Demeter', 'PERSON', 'holding', 'torches', 'OBJECT')]",471
"Demeter standing right in biga, right, drawn by two winged serpents, wearing long garment, holding torch in each hand.","[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')]",472
"Head of Demeter facing, slightly right, hair in korymbos, wearing earrings and necklace.","[('Demeter', 'PERSON', 'wearing', 'earrings', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'necklace', 'OBJECT')]",473
"Demeter enthroned left, holding patera in outstretched right hand, left resting on long torch.","[('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",474
"Demeter standing facing, head left, holding patera in outstretched right hand over altar, left resting on long torch.","[('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",475
"Veiled Demeter standing facing, holding torch in each hand.","[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')]",476
"Bare-headed bust of Diadumenian, right, wearing paludamentum. Border of dots.","[('Diadumenian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",477
"Bare-headed bust of youthful Diadumenian, right, wearing paludamentum.","[('Diadumenian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",478
"Dionysus and standing in galloping biga, right, wearing fluttering cloak, holding the reins in both hands; behind him Maenad standing right, holding an expanded veil in both hands.","[('Dionysus', 'PERSON', 'standing', 'biga', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'reins', 'OBJECT'), ('Maenad', 'PERSON', 'holding', 'veil', 'OBJECT')]",479
"Dionysus standing facing, head left, long head dress with knot at back, crossing right over left leg, holding long filleted and pilleted thyrsus in right hand and resting left arm with drapery on short column. Ground line.","[('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT'), ('Dionysus', 'PERSON', 'resting_on', 'column', 'OBJECT')]",480
"Nude Dionysus standing facing, head left, holding bunch of grapes in right hand, chlamys and two spears in left arm. Short ground line.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'chlamys', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'spears', 'OBJECT')]",481
"Nude Dionysus standing facing, head left, holding bunch of grapes in right hand, chlamys and two spears in left arm. At both sides, two monograms.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'chlamys', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'spears', 'OBJECT')]",482
"Youthful Dionysus standing facing, head left, holding cantharus in right hand over panther, seated left, head right, and long thyrsus in left arm.","[('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT')]",483
"Nude youthful Dionysus standing left, crossing right over left leg, holding cantharus in right hand over panther, seated left, head right, long thyrsus in left arm, resting on column.","[('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'resting_on', 'column', 'OBJECT')]",484
"Nude Dionysus standing facing, head left, holding bunch of grapes in right hand and two spears in left arm; in inner left and right field, monograms. Short ground line.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'spears', 'OBJECT')]",485
"Dionysus standing facing, head left, holding bunch of grapes in right hand and thyrsus in left arm, garment over left shoulder. Border of dots.","[('Dionysus', 'PERSON', 'holding', 'grapes', 'PLANT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')]",486
"Eagle standing facing, slightly left, head right, wings spread, holding wreath in beak.",[],487
"Eagle standing facing, slightly left, on thunderbolt, head right, wings spread, holding wreath in beak.",[],488
"Eagle standing right on garlanded altar, wings spread, holding a wreath in beak.",[],489
"Eagle standing right on thunderbolt, head left, wings closed, holding wreath in beak.",[],490
"Laureate bust of Elagabalus, right, wearing cuirass; gorgoneion on breastplate, holding spear with left hand over left shoulder.","[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Elagabalus', 'PERSON', 'holding', 'spear', 'OBJECT')]",491
"Laureate bust of Elagabalus, right; wearing cuirass with aegis on left shoulder, gorgoneion on breastplate.","[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",492
"Laureate bust of Elagabalus, right, wearing cuirass and paludamentum. Border of dots.","[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",493
"Emperor (Lucius Verus) in military attire advancing right, wearing cuirass, fluttering paludamentum and boots, holding transverse spear in right hand, carrying trophy over left shoulder. Border of dots.","[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Lucius Verus', 'PERSON', 'holding', 'trophy', 'OBJECT')]",494
"Emperor (Severus Alexander) standing facing, head left, wearing cuirass, fluttering paludamentum and boots, holding patera in outstretched right hand and sceptre in left handE.","[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",495
"Empress (Faustina II) as priestess standing facing, head left, holding patera in outstretched right hand over altar and short sceptre in left arm.","[('Faustina II', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Faustina II', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",496
"Horseman galopping right, wearing fluttering cloak.",[],497
"Emperor (Elagabal) in military attire riding right on horseback, wearing cuirass and fluttering paludamentum, holding transverse spear in raised right hand.","[('Elagabal', 'PERSON', 'seated_on', 'horseback', 'ANIMAL')]",498
"Emperor (Severus Alexander) in military attire riding right on horseback, wearing cuirass and fluttering paludamentum, holding transverse spear in right hand. Short ground line. Border of dots.","[('Severus Alexander', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')]",499
"Emperor (Philip the Arab) riding right on horseback, wearing cuirass, holding short sceptre in right arm.","[('Philip the Arab', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Philip the Arab', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philip the Arab', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",500
"Emperor (Commodus) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding transverse spear in right hand.","[('Commodus', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Commodus', 'PERSON', 'holding', 'spear', 'OBJECT')]",501
"Emperor (Caracalla) riding right on horseback, wearing cuirass, holding short sceptre in right arm.","[('Caracalla', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",502
"Emperor (Antoninus Pius) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding short sceptre in right arm.","[('Antoninus Pius', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",503
"Emperor (Caracalla) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding spear horizontally in lowered right hand; in front, captive seated left with Phrygian cap and bound arms behind back.","[('Caracalla', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT')]",504
"Emperor (Gordian) in military attire riding right on horseback, wearing cuirass and fluttering paludamentum, holding spear in right hand towards a captive in front of him.","[('Gordian', 'PERSON', 'seated_on', 'horseback', 'ANIMAL'), ('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'spear', 'OBJECT')]",505
"Nude Eros in attitude of Thanatos standing right, left leg crossed over right, leaning with right hand and left elbow on inverted lit torch. Ground line. Border of dots.","[('Eros', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",506
"Nude Eros in attitude of Thanatos standing left, legs crossed, leaning on upturned lit torch set on pile of rocks.","[('Eros', 'PERSON', 'resting_on', 'rocks', 'OBJECT')]",507
"Nude Eros in attitude of Thanatos standing left, legs crossed, resting on torch set on altar.","[('Eros', 'PERSON', 'resting_on', 'altar', 'OBJECT')]",508
"Eros standing right, legs crossed, resting on anchor.","[('Eros', 'PERSON', 'resting_on', 'anchor', 'OBJECT')]",509
"Nude Eros in attitude of Thanatos standing right, legs crossed, resting on torch set on garlanded altar.","[('Eros', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",510
"Diademed and draped bust of Faustina II, right, wearing hair knot. Border of dots.","[('Faustina II', 'PERSON', 'wearing', 'hair knot', 'OBJECT')]",511
"Veiled and draped bust of Faustina II, right, wearing diadem.","[('Faustina II', 'PERSON', 'wearing', 'diadem', 'OBJECT')]",512
"Veiled female goddess standing facing, head left, holding uncertain object in right hand and long sceptre in left hand.",[],513
"Female head, left, wearing diadem and necklace.","[('Female', 'PERSON', 'wearing', 'diadem', 'OBJECT'), ('Female', 'PERSON', 'wearing', 'necklace', 'OBJECT')]",514
"Galley sailing left, in waters; on board, eight rowers and emperor (Antoninus Pius) standing left, raising right arm, holding parazonium in left arm, in front of two standards.","[('Antoninus Pius', 'PERSON', 'holding', 'parazonium', 'OBJECT')]",515
"Galley sailing left, in waters; on board, four rowers and emperor (Geta) standing left, holding patera in outstretched right hand, left resting on spear, in front of two standards; in left field above mark of value Δ. Border of dots.","[('Geta', 'PERSON', 'holding', 'patera', 'OBJECT')]",516
"Laureate bust of Gallienus, left, wearing cuirass and paludamentum, holding spear in right hand and shield with gorgoneion in left arm. Border of dots.","[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Gallienus', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Gallienus', 'PERSON', 'holding', 'shield', 'OBJECT')]",517
"Radiate bust of Gallienus, right, seen from behind, wearing cuirass and paludamentum.","[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",518
"Winged Genius standing left, wearing long garment, holding statuette of Tyche in right hand, standing facing, head left, wearing kalathos, and bow in right hand.","[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')]",519
"Bare-headed bust of youthful Geta, right, wearing paludamentum.","[('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",520
"Bare-headed bust of Geta, right, wearing cuirass and paludamentum. Border of dots.","[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",521
"Laureate bust of youthful Geta, right, wearing cuirass and paludamentum.","[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",522
"Laureate bust of Geta, right, seen from behind, wearing cuirass and paludamentum.","[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",523
"Laureate bust of Gordian III, right, wearing cuirass, holding spear in left hand; gorgoneion on breastplate.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'holding', 'spear', 'OBJECT')]",524
"Laureate bust of Gordian III, right, wearing cuirass, seen from front, slight drapery over left shoulder; gorgoneion on breastplate.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",525
"Laureate bust of Gordian III, right, wearing cuirass and paludamentum. Border of dots.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",526
"Laureate bust of Gordian III, right, seen from front, wearing cuirass and paludamentum.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",527
"Confronted busts of Gordian III, laureate, wearing paludamentum, and of Tranquillina, diademed and draped.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",528
"Confronted busts of Gordian III, laureate, seen from behind, wearing paludamentum, and of Tranquillina, diademed and draped.","[('Gordian III', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",529
"Confronted busts of Gordian III, laureate, wearing cuirass and paludamentum, and of Tranquillina, diademed and draped.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",530
"Confronted busts of Gordian III, laureate, wearing cuirass and paludamentum, seen from behind, and of Tranquillina, diademed and draped.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",531
"Hades-Serapis enthroned left, wearing kalathos, holding patera in outstretched right hand, left resting on sceptre.","[('Hades-Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hades-Serapis', 'PERSON', 'holding', 'patera', 'OBJECT')]",532
"Hades-Serapis enthroned left, extending right hand over Cerberus, left, holding sceptre in left arm. Border of dots.","[('Hades-Serapis', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",533
"Nude Harpocrates standing left, wearing skhent, raising right arm finger to lips, holding cornucopia in left arm.","[('Harpocrates', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",534
"Helios standing in quadriga, facing, with arms raised.","[('Helios', 'PERSON', 'standing', 'quadriga', 'OBJECT')]",535
"Veiled Hera standing facing, head left, wearing stephane, holding patera in outstretched right hand over lighted and garlanded altar, left resting on long sceptre. Ground line. Border of dots.","[('Hera', 'PERSON', 'wearing', 'stephane', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",536
"Hera standing facing, head left, holding patera in outstretched right hand, left resting on sceptre. Ground line. Border of dots.","[('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",537
"Veiled Hera standing facing, head left, wearing stephane and long garment, holding patera in outstretched right hand, left resting on long sceptre. Ground line. Border of dots.","[('Hera', 'PERSON', 'wearing', 'stephane', 'OBJECT'), ('Hera', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",538
"Veiled Hera (Samios) standing left, wearing kalathos, resting both hands on pelleted fillets.","[('Hera', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'fillets', 'OBJECT')]",539
"Nude Heracles standing left, strangling in both hands the attacking Nemean lion, right.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",540
"Heracles standing right, strangling Nemean lion.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",541
"Nude bearded Heracles standing right, strangling in both hands the attacking Nemean lion, left; in exergue, club.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",542
"Nude bearded Heracles standing right, strangling in both hands the attacking Nemean lion, left; at left, club.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",543
"Draped bust of Hermes, right, wearing winged taenia.","[('Hermes', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",544
"Draped bust of Hermes, right; transverse caduceus over left shoulder. Border of dots.",[],545
"Head of (youthful) Hermes facing, slightly left, wearing petasus with dotted brim.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",546
"Head of (youthful) Hermes, right, wearing a flat petasus tied below his chin.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",547
"Head of (youthful) Hermes facing, slightly left, wearing petasus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",548
"Head of Hermes facing, slightly left, wearing petasus with dotted brim and button top.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",549
"Head of Hermes facing, slightly left, wearing petasus with dotted brim.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",550
"Head of Hermes facing, slightly left, wearing petasus with dotted brim; hair standing out on either side in richly curling locks.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",551
"Head of Hermes facing, slightly left, wearing petasus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",552
"Head of Hermes, right, wearing winged petasus; transverse caduceus behind.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",553
"Head of Hermes facing, slightly right, wearing wide petasus, with curling locks on either side. Border of dots.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",554
"Head of Hermes, right, wearing brimless petasus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",555
"Head of Hermes, right, wearing petasus with dotted brim and button top.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",556
"Head of Hermes, right, wearing petasus with dotted brim.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",557
"Head of Hermes, right, wearing winged petasus; in front of him caduceus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",558
"Head of Hermes, right, wearing winged petasus.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",559
"Nude Hermes seated left on rock, wearing petasus, holding caduceus in right hand and left resting on rock.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')]",560
"Nude Hermes seated left on rock, holding caduceus in right hand, left resting on rock. Border of dots.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT')]",561
"Nude Hermes standing facing, head right, holding uncertain object in raised right hand, resting left arm on column, holding in left arm infant Dionysus, to left, stretching arms towards Hermes.","[('Hermes', 'PERSON', 'holding', 'object', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'column', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'Dionysus', 'PERSON')]",562
"Nude Hermes standing facing, head left, holding caduceus in right hand and purse in left hand.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')]",563
"Nude Hermes standing facing, head left, holding purse in right hand and upright caduceus in left hand.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')]",564
"Nude Hermes standing facing, head left, holding purse in right hand, caduceus in left arm.","[('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'purse', 'OBJECT')]",565
"Hermes standing right, wearing petasus and chlamys fixed over right shoulder, extending left hand?  to right, astragalus; all within shallow incuse square.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'wearing', 'chlamys', 'OBJECT')]",566
"Kore of Cyzicus and Homonoia standing besides an altar; Kore of Cyzicus standing right, holding patera in outstretched right hand over altar and sceptre in left arm; Homonoia standing facing, head left, holding patera in outstretched right hand over the altar and cornucopia in left arm.","[('Homonoia', 'PERSON', 'standing', 'altar', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",567
"Homonoia standing facing, head left, holding patera in outstretched right hand and cornucopia in left arm. Ground line. Border of dots.","[('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",568
"Homonoia standing facing, head left, holding patera in outstretched right hand over lighted and garlanded altar and cornucopia in left arm.","[('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",569
"Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand and cornucopia in left arm.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",570
"Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand over altar and cornucopia in left arm.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",571
"Homonoia standing facing, head left, wearing kalathos and long garment, holding patera in outstretched right hand over lighted and garlanded altar and cornucopia in left arm. Ground line. Border of dots.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",572
"Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand over lighted and garlanded altar and cornucopia in left arm. Ground line. Border of dots.","[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",573
"Bare-headed bust of Lucius Verus, right, wearing cuirass and paludamentum. Border of dots.","[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",574
"Laureate bust of Lucius Verus, right, wearing cuirass and paludamentum.","[('Lucius Verus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Lucius Verus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",575
"Bare-headed bust of youthful Marcus Aurelius, right, wearing cuirass and paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",576
"Bare-headed bust of youthful Marcus Aurelius, right, wearing paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",577
"Bare-headed bust of youthful, lightly bearded Marcus Aurelius, right, wearing paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",578
