id,design_en,annotations
2148,"Quadripartite incuse square; two opposing quarters more sunk and one containing crested helmet, the other a pellet.","[(88, 94, 'OBJECT'), (108, 114, 'OBJECT')]"
11722,"Bust of Eudoxia, pearl-diademed, draped, right, wearing necklace and earrings","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (17, 22, 'OBJECT'), (56, 64, 'OBJECT'), (69, 77, 'OBJECT')]"
212,"Bull's head, left; within incuse square.","[(0, 4, 'ANIMAL'), (7, 11, 'OBJECT')]"
624,"Griffin standing left, right forepaw raised, with feathered wings, tail under hindlegs and closed beak. Ground line.","[(0, 7, 'ANIMAL')]"
13232,"Bust of Theodosius I, pearl-diademed, draped and cuirassed, right","[(0, 4, 'OBJECT'), (8, 20, 'PERSON'), (22, 27, 'OBJECT')]"
11161,"Bust of Commodus, radiate, draped, right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT')]"
24011,"Victory, winged, draped, seated right on cuirass, supporting a shield inscribed VOT/V/MVLT/X on her left knee; a small genius supports the shield with both hands","[(0, 7, 'PERSON'), (41, 48, 'OBJECT'), (63, 69, 'OBJECT'), (105, 109, 'OBJECT'), (139, 145, 'OBJECT')]"
15403,"Emperor, head right, standing facing, holding labarum and Victory on globe; eagle at foot right, holding wreath in beak","[(0, 7, 'PERSON'), (9, 13, 'OBJECT'), (58, 65, 'PERSON'), (69, 74, 'OBJECT'), (76, 81, 'ANIMAL'), (105, 111, 'OBJECT')]"
21705,"Severus Alexander, standing left, holding globe in right hand and spear in left hand","[(0, 17, 'PERSON'), (42, 47, 'OBJECT'), (66, 71, 'OBJECT')]"
11701,"Bust of Elagabalus, horned, laureate, draped, right","[(0, 4, 'OBJECT'), (8, 18, 'PERSON')]"
20466,"Providentia, draped, standing left, holding sceptre in right hand; at feet, globe","[(44, 51, 'OBJECT'), (76, 81, 'OBJECT')]"
8492,"Standing cult statue of Athena Ilias, right, on a pedestal; before her a cow striding left.","[(14, 20, 'OBJECT'), (24, 30, 'PERSON')]"
19826,"Pax, draped, and turreted female figure, standing in front of Constantine I, standing left; Pax presenting wreath; female figure presenting Victory on globe","[(0, 3, 'PERSON'), (26, 32, 'PERSON'), (33, 39, 'PERSON'), (62, 75, 'PERSON'), (92, 95, 'PERSON'), (107, 113, 'OBJECT'), (115, 121, 'PERSON'), (122, 128, 'PERSON'), (140, 147, 'PERSON'), (151, 156, 'OBJECT')]"
6625,"Apollo (Bonus Eventus) standing facing, head left, holding patera in outstretched right hand and laurel-branch in left hand.","[(0, 6, 'PERSON'), (8, 21, 'PERSON'), (40, 44, 'OBJECT'), (59, 65, 'OBJECT'), (97, 103, 'PLANT'), (104, 110, 'OBJECT')]"
18086,"Jupiter, nude except mantle over arms, standing front, head left, holding sceptre in left hand and thunderbolt in right hand extended over small figure of Commodus, togate, holding branch in right hand and scpeter in left hand","[(0, 7, 'PERSON'), (55, 59, 'OBJECT'), (74, 81, 'OBJECT'), (99, 110, 'OBJECT'), (145, 151, 'PERSON'), (155, 163, 'PERSON'), (181, 187, 'OBJECT')]"
22396,"Theodosius II, draped, cuirassed, standing front, head left, holding spear in right hand and resting left hand on shield; star in left field","[(0, 13, 'PERSON'), (50, 54, 'OBJECT'), (69, 74, 'OBJECT'), (114, 120, 'OBJECT'), (122, 126, 'OBJECT')]"
19503,"Minerva, helmeted, draped, standing right, resting right hand on shield and holding spear in left hand","[(0, 7, 'PERSON'), (65, 71, 'OBJECT'), (84, 89, 'OBJECT')]"
13172,"Bust of Tacitus, radiate, cuirassed, left, holding spear in right hand and shield in left hand","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (17, 24, 'OBJECT'), (51, 56, 'OBJECT'), (75, 81, 'OBJECT')]"
15312,"Elagabalus, togate, and Annia Faustina, draped, standing right and left, facing each other, clasping right hands; in field, star","[(0, 10, 'PERSON'), (124, 128, 'OBJECT')]"
18088,"Jupiter, nude to waist, seated (left or right?); at feet, eagle","[(0, 7, 'PERSON'), (58, 63, 'ANIMAL')]"
22298,"Tellus, draped, seated left, holding corn-ears in right hand and cornucopiae in left hand; in front, child standing; a second child in background","[(37, 41, 'PLANT'), (42, 46, 'PLANT'), (65, 76, 'OBJECT'), (101, 106, 'PERSON'), (126, 131, 'PERSON')]"
7255,"Confronted busts of Elagabalus, laureate, and of Julia Maesa, diademed and draped.","[(11, 16, 'OBJECT'), (20, 30, 'PERSON'), (49, 60, 'PERSON')]"
4511,"Goat standing right; to right below beard, double axe.","[(0, 4, 'ANIMAL'), (50, 53, 'OBJECT')]"
23146,"Valerian, Gallienus, and Saloninus, riding left; preceded by Victory and accompanied by soldiers; beneath horses, two enemies; in background, three ensigns","[(0, 8, 'PERSON'), (10, 19, 'PERSON'), (25, 34, 'PERSON'), (61, 68, 'PERSON'), (88, 96, 'PERSON'), (106, 112, 'ANIMAL'), (148, 155, 'OBJECT')]"
17435,"Hercules, standing front, head left, leaning on club with right hand and holding apples and lion's skin in left hand","[(0, 8, 'PERSON'), (26, 30, 'OBJECT'), (48, 52, 'OBJECT'), (81, 87, 'PLANT'), (92, 96, 'ANIMAL')]"
1433,"Forepart of a bull standing left on dolphin, left, raising right forehoof.","[(14, 18, 'ANIMAL'), (36, 43, 'ANIMAL')]"
22132,"Soldier, helmeted, draped, cuirassed, walking right, head left, dragging captive with right hand and holding bow and spear in left hand; captive holding out hands in supplication","[(0, 7, 'PERSON'), (53, 57, 'OBJECT'), (109, 112, 'OBJECT'), (117, 122, 'OBJECT')]"
16516,"Genius, wearing polos on head, nude except for cloak around shoulders, standing left, holding patera in right hand and cornucopiae in left hand","[(0, 6, 'PERSON'), (16, 21, 'OBJECT'), (25, 29, 'OBJECT'), (47, 52, 'OBJECT'), (94, 100, 'OBJECT'), (119, 130, 'OBJECT')]"
20037,"Philip I, seated left on curule chair, holding globe in right hand and sceptre in left hand","[(0, 8, 'PERSON'), (32, 37, 'OBJECT'), (47, 52, 'OBJECT'), (71, 78, 'OBJECT')]"
2370,"Eagle standing right on serpent, wings closed.","[(0, 5, 'ANIMAL'), (24, 31, 'ANIMAL')]"
10349,"Annona, standing left, holding modius on cippus and branch; to right, a basket of fruit","[(0, 6, 'PERSON'), (31, 37, 'OBJECT'), (41, 47, 'OBJECT'), (52, 58, 'OBJECT'), (72, 78, 'OBJECT'), (82, 87, 'PLANT')]"
22165,"Sole, radiate, chlamys spread, standing right, presenting Victory on globe to Constantine I, laureate, draped, cuirassed, standing left","[(6, 13, 'OBJECT'), (15, 22, 'OBJECT'), (58, 65, 'PERSON'), (69, 74, 'OBJECT'), (78, 91, 'PERSON')]"
7037,Artemis of Ephesus and Asclepius of Pergamum standing facing.,"[(0, 18, 'PERSON'), (23, 32, 'PERSON')]"
19349,"Maximinus Thrax, standing left (?) in triumphal quadriga, holding scepter in right hand","[(0, 15, 'PERSON'), (48, 56, 'OBJECT'), (66, 73, 'OBJECT')]"
1530,"Nude bearded Heracles standing left, lion skin draped over back, holding club in raised right hand, pushing the already lying Cerynean hind with his right knee at its back. Ground line.","[(13, 21, 'PERSON'), (37, 46, 'OBJECT'), (73, 77, 'OBJECT'), (135, 139, 'ANIMAL'), (155, 159, 'OBJECT')]"
24234,"Victory, winged, draped, standing right, inscribing VOT/XX on a shield supported by a kneeling figure; Victory resting her right foot on globe","[(0, 7, 'PERSON'), (64, 70, 'OBJECT'), (95, 101, 'PERSON'), (103, 110, 'PERSON'), (137, 142, 'OBJECT')]"
13834,"Centaur, galloping left, shooting arrow right","[(0, 7, 'PERSON'), (34, 39, 'OBJECT')]"
20015,Pegasus right,"[(0, 7, 'ANIMAL')]"
1860,"Apis standing left, head lowered, between his legs emblem of two conjoined foreparts of prancing horses. Ground line.","[(0, 4, 'PERSON'), (20, 24, 'OBJECT'), (97, 103, 'ANIMAL')]"
20157,"Pietas, draped, standing left, sacrificing over altar and holding prefume box","[(0, 6, 'PERSON'), (48, 53, 'OBJECT'), (74, 77, 'OBJECT')]"
20440,"Providentia, draped, standing left, holding globe in extended right hand and cornucopiae in left hand","[(44, 49, 'OBJECT'), (77, 88, 'OBJECT')]"
13828,"Castor and Pollux, wearing caps, nude, chlamys draped over shoulders, standing facing each other, both leaning on sceptre with outer hand and holding bridled horse with inner hand; between, wolf and twins, standing left","[(0, 6, 'PERSON'), (11, 17, 'PERSON'), (27, 31, 'OBJECT'), (39, 46, 'OBJECT'), (114, 121, 'OBJECT'), (158, 163, 'ANIMAL'), (190, 194, 'ANIMAL'), (199, 204, 'PERSON')]"
15425,"Emperor, head right, standing facing, holding standard with + and Victory on globe","[(0, 7, 'PERSON'), (9, 13, 'OBJECT'), (46, 54, 'OBJECT'), (66, 73, 'PERSON'), (77, 82, 'OBJECT')]"
10691,"Barbarian kneeling right, holding vexillum","[(0, 9, 'PERSON'), (34, 42, 'OBJECT')]"
12561,"Bust of Maximian, radiate, cuirassed, right or left","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT')]"
16144,"Fortuna-Spes standing left, raising hand and holding incense box; to left, altar","[(0, 7, 'PERSON'), (8, 12, 'PERSON'), (61, 64, 'OBJECT'), (75, 80, 'OBJECT')]"
24048,"Victory, winged, draped, seated right on cuirass, supporting on left knee shield inscribed VOT/X; a small genius supports it from other side","[(0, 7, 'PERSON'), (41, 48, 'OBJECT'), (69, 73, 'OBJECT'), (74, 80, 'OBJECT')]"
10007,"Roma, helmeted (or emperor), draped, enthroned facing front, holding ?mappa in right hand and cruciform sceptre in left hand","[(0, 4, 'PERSON'), (19, 26, 'PERSON'), (70, 75, 'OBJECT'), (104, 111, 'OBJECT')]"
14094,"Commodus, togate, standing front, head right, holding globe in right hand and sceptre in left hand; to right, Jupiter, nude, standing left, resting right hand on emperor's shoulder and holding thunderbolt in left hand","[(0, 8, 'PERSON'), (34, 38, 'OBJECT'), (54, 59, 'OBJECT'), (78, 85, 'OBJECT'), (110, 117, 'PERSON'), (162, 169, 'PERSON'), (193, 204, 'OBJECT')]"
12840,"Bust of Probus, helmeted, radiate, cuirassed, left, holding spear in right hand and shield in left hand, sometimes seen to waist","[(0, 4, 'OBJECT'), (8, 14, 'PERSON'), (26, 33, 'OBJECT'), (60, 65, 'OBJECT'), (84, 90, 'OBJECT')]"
7616,Amphora above a tunny.,"[(0, 7, 'OBJECT'), (16, 21, 'ANIMAL')]"
14229,"Concordia, draped, standing left at altar, holding patera in right hand and cornucopiae in left hand","[(0, 9, 'PERSON'), (36, 41, 'OBJECT'), (51, 57, 'OBJECT'), (76, 87, 'OBJECT')]"
20227,"Pietas, veiled, draped, standing left, with right hand dropping incense on lighted candelabrum and holding box in left hand","[(0, 6, 'PERSON'), (107, 110, 'OBJECT')]"
11663,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand","[(0, 4, 'OBJECT'), (8, 18, 'PERSON'), (20, 27, 'OBJECT'), (47, 51, 'OBJECT'), (55, 65, 'PERSON'), (67, 74, 'OBJECT'), (115, 120, 'ANIMAL')]"
16656,"Hadrian riding right, holding spear and hunting lion running right","[(0, 7, 'PERSON'), (30, 35, 'OBJECT'), (48, 52, 'ANIMAL')]"
22835,"Two emperors, laureate, heads turned towards each other, standing facing, holding globe and labarum","[(4, 12, 'PERSON'), (24, 29, 'OBJECT'), (82, 87, 'OBJECT')]"
6031,"Veiled Hera enthronend, wearing polos and long garment, raising both arms on each side; all withing incuse square.","[(7, 11, 'PERSON'), (32, 37, 'OBJECT'), (47, 54, 'OBJECT')]"
6592,"Naked Apollo seated left on rock; in front of him, eagle standing left on ground line, wings closed.","[(6, 12, 'PERSON'), (28, 32, 'OBJECT'), (51, 56, 'ANIMAL')]"
22126,"Soldier, helmeted, draped, cuirassed, standing right, head left, placing right hand on head of crouching captive and holding trophy over left shoulder","[(0, 7, 'PERSON'), (54, 58, 'OBJECT'), (87, 91, 'OBJECT'), (125, 131, 'OBJECT')]"
17229,"Head of Postumus, laureate, facing head of Hercules, laureate","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (35, 39, 'OBJECT'), (43, 51, 'PERSON')]"
17536,"Hercules, walking left, holding club","[(0, 8, 'PERSON'), (32, 36, 'OBJECT')]"
18849,"Marcus Aurelius, veiled, togate, standing left, sacrificing out of patera in right hand over a tripod","[(0, 15, 'PERSON'), (67, 73, 'OBJECT'), (95, 101, 'OBJECT')]"
12368,"Bust of Macrinus, radiate, cropped bearded, draped, right","[(0, 4, 'OBJECT'), (8, 16, 'PERSON'), (18, 25, 'OBJECT')]"
14568,"Constantinopolis, helmeted, head right, seated facing, on throne holding shield inscribed VOT/V/MVL/X, right foot on prow","[(0, 16, 'PERSON'), (28, 32, 'OBJECT'), (58, 64, 'OBJECT'), (73, 79, 'OBJECT'), (117, 121, 'OBJECT')]"
17053,"Head of Galerius, laureate, right; ties divergent","[(0, 4, 'OBJECT'), (8, 16, 'PERSON')]"
18270,"Jupiter, walking left, holding sceptre in right hand and thunderbolt in left hand; above, seven star; between legs of Jupiter, eagle","[(0, 7, 'PERSON'), (31, 38, 'OBJECT'), (57, 68, 'OBJECT'), (96, 100, 'OBJECT'), (118, 125, 'PERSON'), (127, 132, 'ANIMAL')]"
8460,"Apollo with laurel wreath sitting left on the omphalos covered with woolen bandages and standing on a base, turning his naked torso forward; in his outstretched right hand a patera or plectrum, his left arm resting on a cithara.","[(0, 6, 'PERSON'), (12, 25, 'OBJECT'), (46, 54, 'OBJECT'), (102, 106, 'OBJECT'), (174, 180, 'OBJECT'), (184, 192, 'OBJECT'), (220, 227, 'OBJECT')]"
5786,"Emperor (Gordian) and Nike; left emperor with a crown of rays and armor to the right supported on spear with parazonium; behind to the left Nike, crowning the emperor with a palm branch in the left.","[(0, 7, 'PERSON'), (9, 16, 'PERSON'), (22, 26, 'PERSON'), (33, 40, 'PERSON'), (48, 53, 'OBJECT'), (66, 71, 'OBJECT'), (98, 103, 'OBJECT'), (109, 119, 'OBJECT'), (140, 144, 'PERSON'), (159, 166, 'PERSON'), (174, 185, 'OBJECT')]"
2429,"Laureate bust of bearded Geta, right. Border of dots.","[(9, 13, 'OBJECT'), (25, 29, 'PERSON')]"
17298,"Head of Venus, diademed, right","[(0, 4, 'OBJECT'), (8, 13, 'PERSON')]"
23764,"Victory, winged, draped, advancing left, holding trophy in right hand and palm in left hand","[(0, 7, 'PERSON'), (49, 55, 'OBJECT'), (74, 78, 'PLANT')]"
22579,"Trajan, bare-headed, in military dress, seated left on platform on right with prefect and soldier; three kings standing before him","[(0, 6, 'PERSON'), (55, 63, 'OBJECT')]"
8432,Head of Kore right with hair bunched at nape and oak (?) wreath.,"[(0, 4, 'OBJECT'), (8, 12, 'PERSON'), (49, 52, 'PLANT'), (57, 63, 'OBJECT')]"
6082,"Nike standing right in biga, holding palm branch in left hand.","[(0, 4, 'PERSON'), (23, 27, 'OBJECT'), (37, 48, 'OBJECT')]"
14348,"Constantia seated, left, on curule chair, raising right hand","[(0, 10, 'PERSON'), (35, 40, 'OBJECT')]"
16190,"Front view of tetrastyle temple: in center, Jupiter seated between Juno and Minerva standing: on pediment, quadriga in center, statues at corners","[(25, 31, 'OBJECT'), (44, 51, 'PERSON'), (67, 71, 'PERSON'), (76, 83, 'PERSON'), (97, 105, 'OBJECT'), (107, 115, 'OBJECT'), (127, 134, 'OBJECT')]"
14443,"Constantine I, draped, standing front in quadriga, head left, raising right hand and holding sceptre on left arm","[(0, 13, 'PERSON'), (41, 49, 'OBJECT'), (51, 55, 'OBJECT'), (93, 100, 'OBJECT')]"
6806,Caduceus within wreath.,"[(0, 8, 'OBJECT'), (16, 22, 'OBJECT')]"
4769,"Eagle standing left on thunderbolt, wings spread.","[(0, 5, 'ANIMAL'), (23, 34, 'OBJECT')]"
4274,"Asclepius standing left, holding serpent-staff, right facing him Hygieia, feeding serpent from patera in outstretched left hand, between them Telesphorus. Ground line. Border of dots.","[(0, 9, 'PERSON'), (33, 40, 'ANIMAL'), (41, 46, 'OBJECT'), (65, 72, 'PERSON'), (82, 89, 'ANIMAL'), (95, 101, 'OBJECT'), (142, 153, 'PERSON')]"
16650,"Hadrian riding left, raising hand and holding spear","[(0, 7, 'PERSON'), (46, 51, 'OBJECT')]"
21483,"Securitas, draped, seated right on low seat, propping head on right hand and holding sceptre in left hand","[(54, 58, 'OBJECT'), (85, 92, 'OBJECT')]"
8214,"Eros, standing on rock, left, holding apple in his outstretched right hand; to left, Aphrodite and Hera, each holding sceptre, and Athena, holding spear and shield; to right, tree on which the mountain-goddess Ide rests.","[(0, 4, 'PERSON'), (18, 22, 'OBJECT'), (38, 43, 'PLANT'), (85, 94, 'PERSON'), (99, 103, 'PERSON'), (118, 125, 'OBJECT'), (131, 137, 'PERSON'), (147, 152, 'OBJECT'), (157, 163, 'OBJECT'), (175, 179, 'PLANT')]"
3783,"Two emperors (Caracalla and Geta) facing each other, clasping right hands, holding scroll in left hand.","[(4, 12, 'PERSON'), (14, 23, 'PERSON'), (28, 32, 'PERSON'), (83, 89, 'OBJECT')]"
22704,"Two Concordiae, draped, standing facing each other, clasping right hands and holding cornucopiae in left hands","[(85, 96, 'OBJECT')]"
19180,"Mars, nude, standing right, leaning on reversed spear with right hand and supporting shield with left hand","[(0, 4, 'PERSON'), (48, 53, 'OBJECT'), (85, 91, 'OBJECT')]"
11810,"Bust of Galeria Valeria, diademed, draped, robe sometimes embroidered, right","[(0, 4, 'OBJECT'), (8, 23, 'PERSON'), (43, 47, 'OBJECT')]"
15084,"Domitian in triumphal quadriga left, holding branch and sceptre","[(0, 8, 'PERSON'), (22, 30, 'OBJECT'), (45, 51, 'OBJECT'), (56, 63, 'OBJECT')]"
13225,"Bust of Theodora, hair elaborately dressed, wearing plain mantle and necklace, right","[(0, 4, 'OBJECT'), (69, 77, 'OBJECT')]"
7872,Wreathed head of a bearded Zeus Ammon with ram\'s horn and ear left above a tunny left.,"[(9, 13, 'OBJECT'), (27, 31, 'PERSON'), (43, 46, 'ANIMAL'), (59, 62, 'PLANT'), (76, 81, 'ANIMAL')]"
7716,Poppy between two ears of corn.,"[(0, 5, 'PLANT'), (18, 30, 'PLANT')]"
24177,"Victory, winged, draped, standing right, and Libertas, draped, standing left, holding transverse sceptre in left hand; supporting between them a plain shaft carrying a trophy; Victory's right hand supporting it above Libertas' hand","[(0, 7, 'PERSON'), (45, 53, 'PERSON'), (97, 104, 'OBJECT'), (168, 174, 'OBJECT'), (176, 183, 'PERSON'), (217, 225, 'PERSON')]"
19438,"Minerva, helmeted, draped, seated left, holding owl in extended right hand and sceptre in left hand, leaning left arm on shield at side","[(0, 7, 'PERSON'), (48, 51, 'ANIMAL'), (79, 86, 'OBJECT'), (121, 127, 'OBJECT')]"
22309,"Temple of Janus, with latticed window to right and double doors to left with garland hung across ('terra door')","[(0, 6, 'OBJECT'), (10, 15, 'PERSON'), (58, 63, 'OBJECT'), (77, 84, 'OBJECT'), (105, 109, 'OBJECT')]"
23544,Victory seated right on arms writing VOT/X/MVL/XX on shield held up by winged Genius,"[(0, 7, 'PERSON'), (53, 59, 'OBJECT'), (78, 84, 'PERSON')]"
23959,"Victory, winged, draped, seated right on cuirass with shield behind, pointing to a shield inscribed with a single-lined ☧, supported on her left knee","[(0, 7, 'PERSON'), (41, 48, 'OBJECT'), (54, 60, 'OBJECT'), (83, 89, 'OBJECT'), (145, 149, 'OBJECT')]"
22085,"Soldier, helmeted, draped, cuirassed, advancing left, spearing fallen horseman with right hand and wearing shield on left arm; shield on ground to right; horseman diademed, facing soldier, extending left arm","[(0, 7, 'PERSON'), (107, 113, 'OBJECT'), (127, 133, 'OBJECT')]"
22037,"Sol, standing left, raising right hand and holding globe in left hand; at feet, seated captive","[(0, 3, 'PERSON'), (51, 56, 'OBJECT')]"
7337,"Roma seated left on cuirass, holding Nike and parazonium; behind her, shield.","[(0, 4, 'PERSON'), (20, 27, 'OBJECT'), (37, 41, 'PERSON'), (46, 56, 'OBJECT'), (70, 76, 'OBJECT')]"
5737,"Head of bearded Hebryzelmis, left.","[(0, 4, 'OBJECT')]"
11031,"Bust of Carausius, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand","[(0, 4, 'OBJECT'), (8, 17, 'PERSON'), (19, 26, 'OBJECT'), (67, 72, 'ANIMAL')]"
13637,"Caracalla and Geta, both in military attire, standing right and left, clasping right hands and holding spears in their left hands","[(0, 9, 'PERSON'), (14, 18, 'PERSON'), (28, 43, 'OBJECT'), (103, 109, 'OBJECT')]"
17351,Helmeted head of Gallienus as Mars,"[(9, 13, 'OBJECT'), (17, 26, 'PERSON'), (30, 34, 'PERSON')]"
22482,"Tiberius, laureate, standing  right in quadriga, holding laurel branch in right and sceptre in left; horses face left","[(0, 8, 'PERSON'), (39, 47, 'OBJECT'), (57, 70, 'OBJECT'), (84, 91, 'OBJECT'), (101, 107, 'ANIMAL')]"
18642,"Lion, radiate, walking left, holding thunderbolt in its jaws","[(0, 4, 'ANIMAL'), (6, 13, 'OBJECT'), (37, 48, 'OBJECT'), (56, 60, 'OBJECT')]"
17392,"Hercules, naked, standing front on low base, head right, holding club in right hand and lion-skin over left arm","[(0, 8, 'PERSON'), (39, 43, 'OBJECT'), (45, 49, 'OBJECT'), (65, 69, 'OBJECT'), (88, 92, 'ANIMAL')]"
20846,"Roma, helmeted, draped, seated front, head left, holding Victory in right hand and being crowned by flying Victory; on left, Alas kneeling, supporting globe (?)","[(0, 4, 'PERSON'), (38, 42, 'OBJECT'), (57, 64, 'PERSON'), (107, 114, 'PERSON'), (151, 156, 'OBJECT')]"
13738,"Carausius, draped, cuirassed, riding left, raising right hand and holding sceptre in left hand; at foot, captive","[(0, 9, 'PERSON'), (74, 81, 'OBJECT')]"
17006,"Head of Divus Hadrianus, radiate, right","[(0, 4, 'OBJECT'), (25, 32, 'OBJECT')]"
17977,"Jupiter, chlamys falling behind, standing front, holding thunderbolt in right hand and leaning on sceptre in left hand","[(0, 7, 'PERSON'), (9, 16, 'OBJECT'), (57, 68, 'OBJECT'), (98, 105, 'OBJECT')]"
14503,"Constantine II, draped, cuirassed, galloping right, thrusting spear at barbarian with right hand; barbarian kneeling before horse, holding spear and sometimes raising shield above head; below horse, a shield","[(0, 14, 'PERSON'), (62, 67, 'OBJECT'), (71, 80, 'PERSON'), (98, 107, 'PERSON'), (124, 129, 'ANIMAL'), (139, 144, 'OBJECT'), (167, 173, 'OBJECT'), (180, 184, 'OBJECT'), (192, 197, 'ANIMAL'), (201, 207, 'OBJECT')]"
8253,"Head of Helios facing, slightly right.","[(0, 4, 'OBJECT'), (8, 14, 'PERSON')]"
2512,"Zeus standing facing, head left, naked to waist, holding thunderbolt in lowered right hand, left resting on long sceptre. Ground line.","[(0, 4, 'PERSON'), (22, 26, 'OBJECT'), (57, 68, 'OBJECT'), (113, 120, 'OBJECT')]"
18490,"Liberalitas, draped, standing left, emptying coins out of cornucopiae, held in both hands","[(0, 11, 'PERSON'), (58, 69, 'OBJECT')]"
14220,"Concordia, draped, standing front, head left, holding legionary eagle in right hand and standard in left hand (or two legionary eagles)","[(0, 9, 'PERSON'), (35, 39, 'OBJECT'), (64, 69, 'ANIMAL'), (88, 96, 'OBJECT'), (128, 134, 'ANIMAL')]"
20011,"Peacock, walking right, head turned back left","[(0, 7, 'ANIMAL'), (24, 28, 'OBJECT')]"
13832,"Castor, standing left, holding spear or sceptre in left hand, in front of horse left, which he holds by rein in right hand","[(0, 6, 'PERSON'), (31, 36, 'OBJECT'), (40, 47, 'OBJECT'), (74, 79, 'ANIMAL'), (104, 108, 'OBJECT')]"
23433,"Vesta, veiled, draped, standing left, holding patera in right hand and transverse sceptre in left hand","[(0, 5, 'PERSON'), (46, 52, 'OBJECT'), (82, 89, 'OBJECT')]"
13067,"Bust of Sabina, wearing double stephanie with hair braided and piled, draped, right","[(0, 4, 'OBJECT'), (8, 14, 'PERSON')]"
11806,"Bust of Galba, oak-wreathed and draped, right","[(0, 4, 'OBJECT'), (15, 18, 'PLANT')]"
14968,"Diana, draped, standing left, holding long lighted torch in both hands across body","[(0, 5, 'PERSON'), (51, 56, 'OBJECT')]"
19302,"Maximian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter; Jupiter, standing left, holding sceptre","[(0, 8, 'PERSON'), (53, 60, 'OBJECT'), (89, 96, 'PERSON'), (100, 105, 'OBJECT'), (111, 118, 'PERSON'), (120, 127, 'PERSON'), (152, 159, 'OBJECT')]"
22723,"Two Victories, winged, draped, advancing right, both holding wreath and branch; between them, a standard","[(61, 67, 'OBJECT'), (72, 78, 'OBJECT'), (96, 104, 'OBJECT')]"
23430,"Vesta, veiled, draped, standing left, holding palladium on extended right hand and long sceptre, sloping slightly to left, in left hand.","[(0, 5, 'PERSON'), (46, 55, 'OBJECT'), (88, 95, 'OBJECT')]"
2274,"Diademed head of Rhoemetalces I., right.","[(9, 13, 'OBJECT'), (17, 31, 'PERSON')]"
5916,Protome of a goat to right.,"[(13, 17, 'ANIMAL')]"
14067,"Commodus, in military attire, riding on horse galloping right, striking at panther with javelin, which has broken off in its chest","[(0, 8, 'PERSON'), (13, 28, 'OBJECT'), (40, 45, 'ANIMAL'), (75, 82, 'ANIMAL'), (88, 95, 'OBJECT')]"
1475,Ethnic divided in the four fields of an incuse square; inner square surrounded by pearls.,"[(82, 88, 'OBJECT')]"
16368,"Gallienus, standing, holding sceptre in right hand and ensign in left hand; behind, ensign","[(0, 9, 'PERSON'), (29, 36, 'OBJECT'), (55, 61, 'OBJECT'), (84, 90, 'OBJECT')]"
22352,"The Dea Caelestis, wearing high head-dress and long robe to feet, seated facing on lion galloping left over waters gushing from rock, holding branch in extended right hand and drum in left hand","[(4, 17, 'PERSON'), (32, 36, 'OBJECT'), (52, 56, 'OBJECT'), (83, 87, 'ANIMAL'), (128, 132, 'OBJECT'), (142, 148, 'OBJECT'), (176, 180, 'OBJECT')]"
20220,"Pietas, veiled, draped, standing left, raising right hand above altar, left hand at side","[(0, 6, 'PERSON'), (64, 69, 'OBJECT')]"
7122,"Nude Hermes standing right, seen from behind, chlamys over left shoulder, holding short staff in right hand; in front, column, surmounted by bird.","[(5, 11, 'PERSON'), (46, 53, 'OBJECT'), (88, 93, 'OBJECT'), (119, 125, 'OBJECT'), (141, 145, 'ANIMAL')]"
3197,"Hygieia seen from front, resting right arm on column entwined by serpent.","[(0, 7, 'PERSON'), (46, 52, 'OBJECT'), (65, 72, 'ANIMAL')]"
11543,"Bust of Crispus, laureate, draped, right, holding Victory on globe in right hand and mappa in left hand","[(0, 4, 'OBJECT'), (8, 15, 'PERSON'), (50, 57, 'PERSON'), (61, 66, 'OBJECT'), (85, 90, 'OBJECT')]"
4241,"Bare-headed bust of youthful Geta, right, wearing cuirass. Border of dots.","[(12, 16, 'OBJECT'), (29, 33, 'PERSON'), (50, 57, 'OBJECT')]"
13220,"Bust of Tetricus II, radiate, draped, cuirassed, right","[(0, 4, 'OBJECT'), (8, 19, 'PERSON'), (21, 28, 'OBJECT')]"
24034,"Victory, winged, draped, seated right on cuirass, supporting a shield inscribed VOTIS/V/MVLTIS/X on left knee; a small winged genius supports it from the other side","[(0, 7, 'PERSON'), (41, 48, 'OBJECT'), (63, 69, 'OBJECT'), (105, 109, 'OBJECT')]"
11879,"Bust of Galla Placidia, pearl-diademed, draped, right, wearing necklace and earrings, crowned by Hand of God","[(0, 4, 'OBJECT'), (24, 29, 'OBJECT'), (63, 71, 'OBJECT'), (76, 84, 'OBJECT')]"
4650,"Heros of Perinthus and Heracles, facing each other, clasping right hands.","[(0, 5, 'PERSON'), (23, 31, 'PERSON')]"
